Observer,Rd.Observation,Collect.Mode,Image,Degree,Degree_observed,Line Lengths
Observer A,2,Semi-Auto,B3244,135,135.263,23.03
Observer A,2,Semi-Auto,B3244,138,138.14,25.057
Observer A,2,Semi-Auto,B3244,141,140.942,28.524
Observer A,2,Semi-Auto,B3244,144,143.973,30.418
Observer A,2,Semi-Auto,B3244,147,147.068,31.258
Observer A,2,Semi-Auto,B3244,150,150.005,31.752
Observer A,2,Semi-Auto,B3244,153,153.133,31.663
Observer A,2,Semi-Auto,B3244,156,156.024,31.728
Observer A,2,Semi-Auto,B3244,159,159.146,31.82
Observer A,2,Semi-Auto,B3244,162,162.167,31.395
Observer A,2,Semi-Auto,B3244,165,165.166,31.15
Observer A,2,Semi-Auto,B3244,168,167.963,31.094
Observer A,2,Semi-Auto,B3244,171,171.161,31.527
Observer A,2,Semi-Auto,B3244,174,174.048,31.621
Observer A,2,Semi-Auto,B3244,177,177.023,31.568
Observer A,2,Semi-Auto,BUR295,3,2.636,44.514
Observer A,2,Semi-Auto,BUR295,6,5.634,44.691
Observer A,2,Semi-Auto,BUR295,9,8.657,44.699
Observer A,2,Semi-Auto,BUR295,12,11.827,44.26
Observer A,2,Semi-Auto,BUR295,15,14.78,43.601
Observer A,2,Semi-Auto,BUR295,18,17.94,43.245
Observer A,2,Semi-Auto,BUR295,21,20.779,42.917
Observer A,2,Semi-Auto,BUR295,24,23.938,41.51
Observer A,2,Semi-Auto,BUR295,27,26.862,38.6
Observer A,2,Semi-Auto,BUR295,30,30.015,34.031
Observer A,2,Semi-Auto,BUR295,33,32.932,32.674
Observer A,2,Semi-Auto,BUR295,36,35.858,32.579
Observer A,2,Semi-Auto,BUR295,39,38.993,32.66
Observer A,2,Semi-Auto,BUR295,42,41.895,32.534
Observer A,2,Semi-Auto,BUR295,45,44.997,31.976
Observer A,2,Semi-Auto,BUR295,48,48.066,30.993
Observer A,2,Semi-Auto,BUR295,51,51.019,29.672
Observer A,2,Semi-Auto,BUR295,54,53.919,27.469
Observer A,2,Semi-Auto,BUR295,57,57.202,27.98
Observer A,2,Semi-Auto,BUR295,60,59.84,27.547
Observer A,2,Semi-Auto,BUR295,63,62.676,26.324
Observer A,2,Semi-Auto,BUR295,66,65.749,25.498
Observer A,2,Semi-Auto,BUR295,69,68.797,25.725
Observer A,2,Semi-Auto,BUR295,72,71.993,25.839
Observer A,2,Semi-Auto,BUR295,75,74.816,25.468
Observer A,2,Semi-Auto,BUR295,78,77.693,24.415
Observer A,2,Semi-Auto,BUR295,81,80.91,24.607
Observer A,2,Semi-Auto,BUR295,84,83.803,25.179
Observer A,2,Semi-Auto,BUR295,87,86.745,24.638
Observer A,2,Semi-Auto,BUR295,90,90.159,24.165
Observer A,2,Semi-Auto,BUR295,93,93.101,25.521
Observer A,2,Semi-Auto,BUR295,96,95.99,28.565
Observer A,2,Semi-Auto,BUR295,99,98.902,29.647
Observer A,2,Semi-Auto,BUR295,102,101.829,30.228
Observer A,2,Semi-Auto,BUR295,105,104.778,30.603
Observer A,2,Semi-Auto,BUR295,108,107.822,31.241
Observer A,2,Semi-Auto,BUR295,111,110.81,31.04
Observer A,2,Semi-Auto,BUR295,114,113.802,30.598
Observer A,2,Semi-Auto,BUR295,117,116.873,30.242
Observer A,2,Semi-Auto,BUR295,120,119.892,30.952
Observer A,2,Semi-Auto,BUR295,123,122.903,31.095
Observer A,2,Semi-Auto,BUR295,126,125.601,31.033
Observer A,2,Semi-Auto,BUR295,129,128.682,31.017
Observer A,2,Semi-Auto,BUR295,132,131.974,35.53
Observer A,2,Semi-Auto,BUR295,135,134.812,36.416
Observer A,2,Semi-Auto,BUR295,138,137.841,37.19
Observer A,2,Semi-Auto,BUR295,141,140.764,43.879
Observer A,2,Semi-Auto,BUR295,144,143.757,45.224
Observer A,2,Semi-Auto,BUR295,147,146.818,46.728
Observer A,2,Semi-Auto,BUR295,150,149.695,47.505
Observer A,2,Semi-Auto,BUR295,153,152.686,46.829
Observer A,2,Semi-Auto,BUR295,156,155.951,49.886
Observer A,2,Semi-Auto,BUR295,159,158.762,51.702
Observer A,2,Semi-Auto,BUR295,162,161.784,51.973
Observer A,2,Semi-Auto,BUR295,165,164.737,52.847
Observer A,2,Semi-Auto,BUR295,168,167.663,54.887
Observer A,2,Semi-Auto,BUR295,171,170.721,55.524
Observer A,2,Semi-Auto,BUR295,174,173.905,55.413
Observer A,2,Semi-Auto,BUR295,177,176.949,55.627
Observer A,1,Freehand,B3244,3,3.065,41.523
Observer A,1,Freehand,B3244,6,6.06,42.043
Observer A,1,Freehand,B3244,9,9.35,41.822
Observer A,1,Freehand,B3244,12,12.109,41.505
Observer A,1,Freehand,B3244,15,15.109,40.713
Observer A,1,Freehand,B3244,18,18.014,37.285
Observer A,1,Freehand,B3244,21,20.934,34.869
Observer A,1,Freehand,B3244,24,23.99,35.543
Observer A,1,Freehand,B3244,27,26.867,35.719
Observer A,1,Freehand,B3244,30,30.015,36.093
Observer A,1,Freehand,B3244,33,33.027,35.673
Observer A,1,Freehand,B3244,36,36.003,31.87
Observer A,1,Freehand,B3244,39,39.176,32.094
Observer A,1,Freehand,B3244,42,42.383,32.361
Observer A,1,Freehand,B3244,45,45.258,33.093
Observer A,1,Freehand,B3244,48,48.312,33.338
Observer A,1,Freehand,B3244,51,51.26,33.987
Observer A,1,Freehand,B3244,54,54.146,34.148
Observer A,1,Freehand,B3244,57,57.209,33.514
Observer A,1,Freehand,B3244,60,60.147,32.46
Observer A,1,Freehand,B3244,63,63.072,30.804
Observer A,1,Freehand,B3244,66,65.973,27.613
Observer A,1,Freehand,B3244,69,69.178,21.808
Observer A,1,Freehand,B3244,72,72.184,22.875
Observer A,1,Freehand,B3244,75,75.303,24.031
Observer A,1,Freehand,B3244,78,77.998,24.659
Observer A,1,Freehand,B3244,81,81.298,24.61
Observer A,1,Freehand,B3244,84,84.1,23.403
Observer A,1,Freehand,B3244,87,87.019,22.336
Observer A,1,Freehand,B3244,90,90.201,20.225
Observer A,1,Freehand,B3244,93,93.05,15.662
Observer A,1,Freehand,B3244,96,96.224,15.872
Observer A,1,Freehand,B3244,99,98.785,16.629
Observer A,1,Freehand,B3244,102,102.218,17.255
Observer A,1,Freehand,B3244,105,105.112,17.992
Observer A,1,Freehand,B3244,108,107.923,20.101
Observer A,1,Freehand,B3244,111,111.331,22.333
Observer A,1,Freehand,B3244,114,113.982,23.64
Observer A,1,Freehand,B3244,117,117.034,25.22
Observer A,1,Freehand,B3244,120,120.405,25.855
Observer A,1,Freehand,B3244,123,123.053,26.15
Observer A,1,Freehand,B3244,126,126.025,25.991
Observer A,1,Freehand,B3244,129,128.971,25.696
Observer A,1,Freehand,B3244,132,132.132,23.165
Observer A,1,Freehand,B3244,135,135.101,23.071
Observer A,1,Freehand,B3244,138,138.089,25.443
Observer A,1,Freehand,B3244,141,141.08,28.524
Observer A,1,Freehand,B3244,144,144.086,30.132
Observer A,1,Freehand,B3244,147,147.156,31.057
Observer A,1,Freehand,B3244,150,150.188,31.333
Observer A,1,Freehand,B3244,153,153.212,31.43
Observer A,1,Freehand,B3244,156,156.108,31.315
Observer A,1,Freehand,B3244,159,158.993,31.445
Observer A,1,Freehand,B3244,162,162.054,30.836
Observer A,1,Freehand,B3244,165,165.088,30.875
Observer A,1,Freehand,B3244,168,168.15,30.769
Observer A,1,Freehand,B3244,171,171.135,31.357
Observer A,1,Freehand,B3244,174,173.981,31.286
Observer A,1,Freehand,B3244,177,177.085,31.136
Observer A,1,Freehand,BUR231,3,2.764,32.159
Observer A,1,Freehand,BUR231,6,5.903,32.461
Observer A,1,Freehand,BUR231,9,9.321,32.226
Observer A,1,Freehand,BUR231,12,12.287,31.275
Observer A,1,Freehand,BUR231,15,15.213,30.386
Observer A,1,Freehand,BUR231,18,18.056,30.036
Observer A,1,Freehand,BUR231,21,21.072,29.406
Observer A,1,Freehand,BUR231,24,24.037,28.762
Observer A,1,Freehand,BUR231,27,27.045,27.723
Observer A,1,Freehand,BUR231,30,29.982,25.755
Observer A,1,Freehand,BUR231,33,33.005,21.012
Observer A,1,Freehand,BUR231,36,36.212,19.77
Observer A,1,Freehand,BUR231,39,38.95,17.494
Observer A,1,Freehand,BUR231,42,42.066,17.257
Observer A,1,Freehand,BUR231,45,45.251,16.988
Observer A,1,Freehand,BUR231,48,48.103,16.644
Observer A,1,Freehand,BUR231,51,51.089,16.26
Observer A,1,Freehand,BUR231,54,54.078,15.876
Observer A,1,Freehand,BUR231,57,57.108,14.469
Observer A,1,Freehand,BUR231,60,59.996,12.382
Observer A,1,Freehand,BUR231,63,63.038,11.593
Observer A,1,Freehand,BUR231,66,66.336,11.449
Observer A,1,Freehand,BUR231,69,69.184,12.159
Observer A,1,Freehand,BUR231,72,71.837,12.633
Observer A,1,Freehand,BUR231,75,75.286,13.061
Observer A,1,Freehand,BUR231,78,78.013,13.317
Observer A,1,Freehand,BUR231,81,81.281,13.149
Observer A,1,Freehand,BUR231,84,84.142,13.1
Observer A,1,Freehand,BUR231,87,87.254,13.019
Observer A,1,Freehand,BUR231,90,90.134,12.979
Observer A,1,Freehand,BUR231,93,93.024,12.971
Observer A,1,Freehand,BUR231,96,96.171,13
Observer A,1,Freehand,BUR231,99,99.26,12.65
Observer A,1,Freehand,BUR231,102,102.065,12.201
Observer A,1,Freehand,BUR231,105,105.23,11.911
Observer A,1,Freehand,BUR231,108,108.337,12.018
Observer A,1,Freehand,BUR231,111,111.035,11.821
Observer A,1,Freehand,BUR231,114,114.569,11.904
Observer A,1,Freehand,BUR231,117,117.354,12.127
Observer A,1,Freehand,BUR231,120,120.09,12.418
Observer A,1,Freehand,BUR231,123,123.107,12.755
Observer A,1,Freehand,BUR231,126,126.281,13.282
Observer A,1,Freehand,BUR231,129,129.031,13.704
Observer A,1,Freehand,BUR231,132,131.963,13.958
Observer A,1,Freehand,BUR231,135,135.315,13.803
Observer A,1,Freehand,BUR231,138,138.122,13.587
Observer A,1,Freehand,BUR231,141,141.094,14.372
Observer A,1,Freehand,BUR231,144,144.05,16.824
Observer A,1,Freehand,BUR231,147,146.99,17.608
Observer A,1,Freehand,BUR231,150,149.901,18.108
Observer A,1,Freehand,BUR231,153,153.075,18.777
Observer A,1,Freehand,BUR231,156,155.995,18.745
Observer A,1,Freehand,BUR231,159,159.145,18.633
Observer A,1,Freehand,BUR231,162,161.998,20.604
Observer A,1,Freehand,BUR231,165,165.227,23.748
Observer A,1,Freehand,BUR231,168,167.856,26.41
Observer A,1,Freehand,BUR231,171,171.024,27.167
Observer A,1,Freehand,BUR231,174,174.036,27.882
Observer A,1,Freehand,BUR231,177,177.129,28.005
Observer A,1,Freehand,BUR295,3,3.054,44.285
Observer A,1,Freehand,BUR295,6,6.11,44.372
Observer A,1,Freehand,BUR295,9,9.24,44.176
Observer A,1,Freehand,BUR295,12,11.941,43.748
Observer A,1,Freehand,BUR295,15,15.067,42.923
Observer A,1,Freehand,BUR295,18,18.122,42.623
Observer A,1,Freehand,BUR295,21,21.178,42.136
Observer A,1,Freehand,BUR295,24,24.184,40.968
Observer A,1,Freehand,BUR295,27,27.006,34.46
Observer A,1,Freehand,BUR295,30,30.184,33.128
Observer A,1,Freehand,BUR295,33,33.055,32.864
Observer A,1,Freehand,BUR295,36,35.966,32.683
Observer A,1,Freehand,BUR295,39,38.87,32.392
Observer A,1,Freehand,BUR295,42,41.988,32.084
Observer A,1,Freehand,BUR295,45,45.184,31.088
Observer A,1,Freehand,BUR295,48,48.141,29.295
Observer A,1,Freehand,BUR295,51,50.939,27.26
Observer A,1,Freehand,BUR295,54,54.128,27.684
Observer A,1,Freehand,BUR295,57,57.029,27.266
Observer A,1,Freehand,BUR295,60,59.98,25.183
Observer A,1,Freehand,BUR295,63,62.96,24.973
Observer A,1,Freehand,BUR295,66,66.064,25.268
Observer A,1,Freehand,BUR295,69,68.95,25.067
Observer A,1,Freehand,BUR295,72,72.114,24.319
Observer A,1,Freehand,BUR295,75,74.977,23.414
Observer A,1,Freehand,BUR295,78,78.047,23.984
Observer A,1,Freehand,BUR295,81,81.107,24.051
Observer A,1,Freehand,BUR295,84,84.276,23.208
Observer A,1,Freehand,BUR295,87,87.039,23.279
Observer A,1,Freehand,BUR295,90,90.057,24.93
Observer A,1,Freehand,BUR295,93,93.203,27.212
Observer A,1,Freehand,BUR295,96,95.939,28.034
Observer A,1,Freehand,BUR295,99,98.974,28.393
Observer A,1,Freehand,BUR295,102,101.987,28.694
Observer A,1,Freehand,BUR295,105,105.004,28.938
Observer A,1,Freehand,BUR295,108,107.969,28.824
Observer A,1,Freehand,BUR295,111,111.157,28.529
Observer A,1,Freehand,BUR295,114,113.992,27.772
Observer A,1,Freehand,BUR295,117,117.037,28.512
Observer A,1,Freehand,BUR295,120,119.916,28.52
Observer A,1,Freehand,BUR295,123,123.174,28.562
Observer A,1,Freehand,BUR295,126,126.135,28.417
Observer A,1,Freehand,BUR295,129,129.001,31.009
Observer A,1,Freehand,BUR295,132,132.075,33.454
Observer A,1,Freehand,BUR295,135,135.279,33.343
Observer A,1,Freehand,BUR295,138,138.087,38.129
Observer A,1,Freehand,BUR295,141,140.983,40.976
Observer A,1,Freehand,BUR295,144,143.933,41.982
Observer A,1,Freehand,BUR295,147,147.091,43.255
Observer A,1,Freehand,BUR295,150,150.166,43.655
Observer A,1,Freehand,BUR295,153,153.028,43
Observer A,1,Freehand,BUR295,156,155.875,45.802
Observer A,1,Freehand,BUR295,159,159.013,47.327
Observer A,1,Freehand,BUR295,162,162.03,47.802
Observer A,1,Freehand,BUR295,165,164.94,48.273
Observer A,1,Freehand,BUR295,168,168.157,50.497
Observer A,1,Freehand,BUR295,171,170.988,51.2
Observer A,1,Freehand,BUR295,174,173.958,51.172
Observer A,1,Freehand,BUR295,177,177.068,50.999
Observer A,1,Freehand,BUR304,3,2.967,25.535
Observer A,1,Freehand,BUR304,6,6.03,23.182
Observer A,1,Freehand,BUR304,9,8.954,22.541
Observer A,1,Freehand,BUR304,12,12.015,21.477
Observer A,1,Freehand,BUR304,15,15.003,18.999
Observer A,1,Freehand,BUR304,18,18.1,11.607
Observer A,1,Freehand,BUR304,21,21.712,11.227
Observer A,1,Freehand,BUR304,24,24.335,11.123
Observer A,1,Freehand,BUR304,27,27.045,10.869
Observer A,1,Freehand,BUR304,30,30.093,10.481
Observer A,1,Freehand,BUR304,33,32.89,9.748
Observer A,1,Freehand,BUR304,36,36.163,9.079
Observer A,1,Freehand,BUR304,39,39.343,8.503
Observer A,1,Freehand,BUR304,42,42.048,8.012
Observer A,1,Freehand,BUR304,45,45.066,7.652
Observer A,1,Freehand,BUR304,48,48.143,7.237
Observer A,1,Freehand,BUR304,51,51.013,6.929
Observer A,1,Freehand,BUR304,54,54.27,6.661
Observer A,1,Freehand,BUR304,57,56.985,6.468
Observer A,1,Freehand,BUR304,60,60.294,6.324
Observer A,1,Freehand,BUR304,63,63.32,6.792
Observer A,1,Freehand,BUR304,66,66.129,7.546
Observer A,1,Freehand,BUR304,69,69.008,10.666
Observer A,1,Freehand,BUR304,72,72.098,11.057
Observer A,1,Freehand,BUR304,75,74.997,11.502
Observer A,1,Freehand,BUR304,78,78.123,11.905
Observer A,1,Freehand,BUR304,81,80.964,12.213
Observer A,1,Freehand,BUR304,84,84.133,14.205
Observer A,1,Freehand,BUR304,87,87.044,15.144
Observer A,1,Freehand,BUR304,90,90.196,16.208
Observer A,1,Freehand,BUR304,93,93.059,16.966
Observer A,1,Freehand,BUR304,96,95.885,17.576
Observer A,1,Freehand,BUR304,99,98.971,18.095
Observer A,1,Freehand,BUR304,102,101.979,18.612
Observer A,1,Freehand,BUR304,105,105.116,18.922
Observer A,1,Freehand,BUR304,108,108.075,19.237
Observer A,1,Freehand,BUR304,111,111.023,19.086
Observer A,1,Freehand,BUR304,114,114.028,18.96
Observer A,1,Freehand,BUR304,117,117.093,18.937
Observer A,1,Freehand,BUR304,120,119.89,18.912
Observer A,1,Freehand,BUR304,123,122.972,18.934
Observer A,1,Freehand,BUR304,126,126.009,18.771
Observer A,1,Freehand,BUR304,129,129.133,18.294
Observer A,1,Freehand,BUR304,132,132.038,17.288
Observer A,1,Freehand,BUR304,135,135.204,16.496
Observer A,1,Freehand,BUR304,138,137.939,16.365
Observer A,1,Freehand,BUR304,141,141.041,16.267
Observer A,1,Freehand,BUR304,144,144.093,16.791
Observer A,1,Freehand,BUR304,147,147.108,18.356
Observer A,1,Freehand,BUR304,150,150.292,19.554
Observer A,1,Freehand,BUR304,153,153.044,20.015
Observer A,1,Freehand,BUR304,156,156.151,20.534
Observer A,1,Freehand,BUR304,159,159.137,20.585
Observer A,1,Freehand,BUR304,162,162.105,20.746
Observer A,1,Freehand,BUR304,165,165.112,21.113
Observer A,1,Freehand,BUR304,168,168.076,27.96
Observer A,1,Freehand,BUR304,171,171.004,30.379
Observer A,1,Freehand,BUR304,174,173.961,31.6
Observer A,1,Freehand,BUR304,177,177.084,32.118
Observer A,1,Freehand,BUR391,3,3.143,31.185
Observer A,1,Freehand,BUR391,6,6.181,34.578
Observer A,1,Freehand,BUR391,9,9.06,35.367
Observer A,1,Freehand,BUR391,12,11.943,34.381
Observer A,1,Freehand,BUR391,15,14.577,31.528
Observer A,1,Freehand,BUR391,18,18.015,24.049
Observer A,1,Freehand,BUR391,21,21.097,16.937
Observer A,1,Freehand,BUR391,24,24.503,16.735
Observer A,1,Freehand,BUR391,27,27.323,16.654
Observer A,1,Freehand,BUR391,30,29.689,16.861
Observer A,1,Freehand,BUR391,33,33.048,17.126
Observer A,1,Freehand,BUR391,36,36.078,17.053
Observer A,1,Freehand,BUR391,39,39.273,17.426
Observer A,1,Freehand,BUR391,42,42.251,17.451
Observer A,1,Freehand,BUR391,45,45.205,17.122
Observer A,1,Freehand,BUR391,48,48.267,16.84
Observer A,1,Freehand,BUR391,51,51.113,16.498
Observer A,1,Freehand,BUR391,54,54.316,15.095
Observer A,1,Freehand,BUR391,57,57.174,13.902
Observer A,1,Freehand,BUR391,60,60.367,14.086
Observer A,1,Freehand,BUR391,63,62.943,14.06
Observer A,1,Freehand,BUR391,66,66.412,14.894
Observer A,1,Freehand,BUR391,69,69.128,15.514
Observer A,1,Freehand,BUR391,72,72.375,19.075
Observer A,1,Freehand,BUR391,75,74.93,19.995
Observer A,1,Freehand,BUR391,78,78.391,20.858
Observer A,1,Freehand,BUR391,81,81.016,21.393
Observer A,1,Freehand,BUR391,84,84.041,22.518
Observer A,1,Freehand,BUR391,87,87.008,22.983
Observer A,1,Freehand,BUR391,90,90.187,22.94
Observer A,1,Freehand,BUR391,93,93,23.102
Observer A,1,Freehand,BUR391,96,96.147,23.192
Observer A,1,Freehand,BUR391,99,99.208,23.491
Observer A,1,Freehand,BUR391,102,102.394,23.439
Observer A,1,Freehand,BUR391,105,105.249,23.424
Observer A,1,Freehand,BUR391,108,108.299,22.749
Observer A,1,Freehand,BUR391,111,111.313,21.96
Observer A,1,Freehand,BUR391,114,114.387,21.365
Observer A,1,Freehand,BUR391,117,117.106,20.581
Observer A,1,Freehand,BUR391,120,120.137,20.356
Observer A,1,Freehand,BUR391,123,123.105,19.994
Observer A,1,Freehand,BUR391,126,126.174,19.687
Observer A,1,Freehand,BUR391,129,129.266,19.239
Observer A,1,Freehand,BUR391,132,132.244,19.156
Observer A,1,Freehand,BUR391,135,135.247,19.525
Observer A,1,Freehand,BUR391,138,138.183,19.545
Observer A,1,Freehand,BUR391,141,141.367,19.727
Observer A,1,Freehand,BUR391,144,143.999,19.739
Observer A,1,Freehand,BUR391,147,147.191,19.833
Observer A,1,Freehand,BUR391,150,150.434,19.478
Observer A,1,Freehand,BUR391,153,153.229,19.443
Observer A,1,Freehand,BUR391,156,156.164,19.899
Observer A,1,Freehand,BUR391,159,159.028,20.852
Observer A,1,Freehand,BUR391,162,162.106,25.076
Observer A,1,Freehand,BUR391,165,165.179,26.727
Observer A,1,Freehand,BUR391,168,167.947,27.278
Observer A,1,Freehand,BUR391,171,171.119,32.871
Observer A,1,Freehand,BUR391,174,173.913,34.356
Observer A,1,Freehand,BUR391,177,177.161,36.03
Observer A,1,Freehand,BUR602,3,3.136,28.929
Observer A,1,Freehand,BUR602,6,5.975,27.837
Observer A,1,Freehand,BUR602,9,9.087,24.019
Observer A,1,Freehand,BUR602,12,12.134,23.708
Observer A,1,Freehand,BUR602,15,14.93,23.976
Observer A,1,Freehand,BUR602,18,18.051,24.212
Observer A,1,Freehand,BUR602,21,21.322,24.272
Observer A,1,Freehand,BUR602,24,23.871,24.424
Observer A,1,Freehand,BUR602,27,26.937,24.74
Observer A,1,Freehand,BUR602,30,30.066,25.01
Observer A,1,Freehand,BUR602,33,33.027,25.17
Observer A,1,Freehand,BUR602,36,36.117,25.289
Observer A,1,Freehand,BUR602,39,39.021,24.079
Observer A,1,Freehand,BUR602,42,42.143,23.967
Observer A,1,Freehand,BUR602,45,45.047,23.273
Observer A,1,Freehand,BUR602,48,48.08,23.015
Observer A,1,Freehand,BUR602,51,51.081,23.195
Observer A,1,Freehand,BUR602,54,54.029,23.436
Observer A,1,Freehand,BUR602,57,57.191,22.714
Observer A,1,Freehand,BUR602,60,60.098,21.247
Observer A,1,Freehand,BUR602,63,63.114,20.494
Observer A,1,Freehand,BUR602,66,65.786,20.325
Observer A,1,Freehand,BUR602,69,69.027,22.112
Observer A,1,Freehand,BUR602,72,72.178,23.208
Observer A,1,Freehand,BUR602,75,75.2,24.621
Observer A,1,Freehand,BUR602,78,78.078,25.265
Observer A,1,Freehand,BUR602,81,81.047,25.817
Observer A,1,Freehand,BUR602,84,83.916,26.566
Observer A,1,Freehand,BUR602,87,86.95,27.764
Observer A,1,Freehand,BUR602,90,90.253,29.691
Observer A,1,Freehand,BUR602,93,92.999,30.511
Observer A,1,Freehand,BUR602,96,95.997,30.489
Observer A,1,Freehand,BUR602,99,98.853,30.14
Observer A,1,Freehand,BUR602,102,102.019,29.893
Observer A,1,Freehand,BUR602,105,104.923,29.289
Observer A,1,Freehand,BUR602,108,108.008,28.219
Observer A,1,Freehand,BUR602,111,111.29,27.654
Observer A,1,Freehand,BUR602,114,114.249,27.666
Observer A,1,Freehand,BUR602,117,117.199,27.16
Observer A,1,Freehand,BUR602,120,120.29,26.434
Observer A,1,Freehand,BUR602,123,123.118,25.353
Observer A,1,Freehand,BUR602,126,126.347,23.571
Observer A,1,Freehand,BUR602,129,129.222,22.286
Observer A,1,Freehand,BUR602,132,132.026,21.632
Observer A,1,Freehand,BUR602,135,135.032,22.527
Observer A,1,Freehand,BUR602,138,138.039,23.388
Observer A,1,Freehand,BUR602,141,141.023,24.411
Observer A,1,Freehand,BUR602,144,144.061,25.231
Observer A,1,Freehand,BUR602,147,146.979,26.41
Observer A,1,Freehand,BUR602,150,150.232,26.566
Observer A,1,Freehand,BUR602,153,153.185,26.867
Observer A,1,Freehand,BUR602,156,156.089,26.943
Observer A,1,Freehand,BUR602,159,159.172,27.332
Observer A,1,Freehand,BUR602,162,162.163,26.963
Observer A,1,Freehand,BUR602,165,165.229,26.67
Observer A,1,Freehand,BUR602,168,168.041,27.026
Observer A,1,Freehand,BUR602,171,170.92,29.44
Observer A,1,Freehand,BUR602,174,174.113,29.743
Observer A,1,Freehand,BUR602,177,177.056,30.802
Observer A,1,Freehand,OR132,3,2.945,30.339
Observer A,1,Freehand,OR132,6,6.103,28.986
Observer A,1,Freehand,OR132,9,8.954,28.601
Observer A,1,Freehand,OR132,12,12.08,20.117
Observer A,1,Freehand,OR132,15,14.907,12.041
Observer A,1,Freehand,OR132,18,17.785,12.083
Observer A,1,Freehand,OR132,21,20.938,12.28
Observer A,1,Freehand,OR132,24,24.05,12.198
Observer A,1,Freehand,OR132,27,27.002,12.244
Observer A,1,Freehand,OR132,30,29.925,12.322
Observer A,1,Freehand,OR132,33,32.972,12.567
Observer A,1,Freehand,OR132,36,35.873,12.488
Observer A,1,Freehand,OR132,39,39.075,12.359
Observer A,1,Freehand,OR132,42,42.333,12.27
Observer A,1,Freehand,OR132,45,45.251,12.013
Observer A,1,Freehand,OR132,48,47.945,11.859
Observer A,1,Freehand,OR132,51,51.067,11.664
Observer A,1,Freehand,OR132,54,54.285,11.506
Observer A,1,Freehand,OR132,57,56.993,11.222
Observer A,1,Freehand,OR132,60,60.146,10.689
Observer A,1,Freehand,OR132,63,63.131,10.24
Observer A,1,Freehand,OR132,66,66.38,9.822
Observer A,1,Freehand,OR132,69,69.173,9.164
Observer A,1,Freehand,OR132,72,72.002,8.659
Observer A,1,Freehand,OR132,75,75.385,8.273
Observer A,1,Freehand,OR132,78,77.821,7.654
Observer A,1,Freehand,OR132,81,81.311,6.933
Observer A,1,Freehand,OR132,84,84.064,6.469
Observer A,1,Freehand,OR132,87,86.703,6.429
Observer A,1,Freehand,OR132,90,90.261,6.398
Observer A,1,Freehand,OR132,93,92.945,6.491
Observer A,1,Freehand,OR132,96,96.362,6.702
Observer A,1,Freehand,OR132,99,99.465,7.035
Observer A,1,Freehand,OR132,102,102.035,7.584
Observer A,1,Freehand,OR132,105,105.089,8.068
Observer A,1,Freehand,OR132,108,108.086,8.792
Observer A,1,Freehand,OR132,111,111.191,9.566
Observer A,1,Freehand,OR132,114,114.023,10.271
Observer A,1,Freehand,OR132,117,117.173,10.947
Observer A,1,Freehand,OR132,120,120.149,12.01
Observer A,1,Freehand,OR132,123,122.912,12.79
Observer A,1,Freehand,OR132,126,126.303,14.341
Observer A,1,Freehand,OR132,129,129.452,15.771
Observer A,1,Freehand,OR132,132,132.089,16.602
Observer A,1,Freehand,OR132,135,135.13,17.242
Observer A,1,Freehand,OR132,138,138.173,17.715
Observer A,1,Freehand,OR132,141,141.075,18.095
Observer A,1,Freehand,OR132,144,144.334,18.394
Observer A,1,Freehand,OR132,147,147.191,18.449
Observer A,1,Freehand,OR132,150,150.378,18.357
Observer A,1,Freehand,OR132,153,152.963,17.976
Observer A,1,Freehand,OR132,156,155.944,17.588
Observer A,1,Freehand,OR132,159,158.82,17.826
Observer A,1,Freehand,OR132,162,162.063,18.481
Observer A,1,Freehand,OR132,165,164.984,19.096
Observer A,1,Freehand,OR132,168,168.086,30.356
Observer A,1,Freehand,OR132,171,171.03,33.353
Observer A,1,Freehand,OR132,174,173.815,33.963
Observer A,1,Freehand,OR132,177,176.998,33.714
Observer A,1,Freehand,OR153,3,3.232,33.965
Observer A,1,Freehand,OR153,6,6.228,36.048
Observer A,1,Freehand,OR153,9,8.959,35.873
Observer A,1,Freehand,OR153,12,11.954,36.222
Observer A,1,Freehand,OR153,15,15.077,38.363
Observer A,1,Freehand,OR153,18,17.957,39.363
Observer A,1,Freehand,OR153,21,21.029,38.489
Observer A,1,Freehand,OR153,24,24.085,37.95
Observer A,1,Freehand,OR153,27,26.984,39.062
Observer A,1,Freehand,OR153,30,30.141,40.072
Observer A,1,Freehand,OR153,33,32.99,39.886
Observer A,1,Freehand,OR153,36,36.165,38.964
Observer A,1,Freehand,OR153,39,39.135,37.563
Observer A,1,Freehand,OR153,42,42.045,35.032
Observer A,1,Freehand,OR153,45,45.327,29.6
Observer A,1,Freehand,OR153,48,48.256,30.783
Observer A,1,Freehand,OR153,51,51.056,32.617
Observer A,1,Freehand,OR153,54,54.175,33.258
Observer A,1,Freehand,OR153,57,56.953,33.504
Observer A,1,Freehand,OR153,60,60.188,34.025
Observer A,1,Freehand,OR153,63,63.066,33.29
Observer A,1,Freehand,OR153,66,66.067,31.063
Observer A,1,Freehand,OR153,69,69.007,29.377
Observer A,1,Freehand,OR153,72,72.101,26.966
Observer A,1,Freehand,OR153,75,74.982,27.064
Observer A,1,Freehand,OR153,78,78.043,27.701
Observer A,1,Freehand,OR153,81,81.053,27.675
